!	1	418													
#	Size1	Size2	Fmig	Emig	Femit1	Eemig1	Eb1	Femit2	Eemig2	Eb2	Frotate	Erotate	Ftm	Etm	R
#unit	n	n	(s-1)	(eV)	(s-1)	(eV)	(eV)	(s-1)	(eV)	(eV)	(s-1)	(eV)	(s-1)	(eV)	a0
	0	192	6.00E+10	1.94	6.00E+12	0	10	6.00E+12	0.01	4.249972337	6.00E+12	10	6.00E+12	-4	2.32E+00
	0	193	6.00E+10	1.95	6.00E+12	0	10	6.00E+12	0.01	4.253522475	6.00E+12	10	6.00E+12	-4	2.32E+00
	0	194	6.00E+10	1.96	6.00E+12	0	10	6.00E+12	0.01	4.257054266	6.00E+12	10	6.00E+12	-4	2.32E+00
	0	195	6.00E+10	1.97	6.00E+12	0	10	6.00E+12	0.01	4.260567898	6.00E+12	10	6.00E+12	-4	2.33E+00
	0	196	6.00E+10	1.98	6.00E+12	0	10	6.00E+12	0.01	4.264063558	6.00E+12	10	6.00E+12	-4	2.33E+00
	0	197	6.00E+10	1.99	6.00E+12	0	10	6.00E+12	0.01	4.267541428	6.00E+12	10	6.00E+12	-4	2.33E+00
	0	198	6.00E+10	2	6.00E+12	0	10	6.00E+12	0.01	4.271001689	6.00E+12	10	6.00E+12	-4	2.33E+00
	0	199	6.00E+10	2.01	6.00E+12	0	10	6.00E+12	0.01	4.274444517	6.00E+12	10	6.00E+12	-4	2.34E+00
	0	200	6.00E+10	2.02	6.00E+12	0	10	6.00E+12	0.01	4.277870088	6.00E+12	10	6.00E+12	-4	2.34E+00
	0	201	6.00E+10	2.03	6.00E+12	0	10	6.00E+12	0.01	4.281278574	6.00E+12	10	6.00E+12	-4	2.34E+00
	0	202	6.00E+10	2.04	6.00E+12	0	10	6.00E+12	0.01	4.284670144	6.00E+12	10	6.00E+12	-4	2.35E+00
	0	203	6.00E+10	2.05	6.00E+12	0	10	6.00E+12	0.01	4.288044966	6.00E+12	10	6.00E+12	-4	2.35E+00
	0	204	6.00E+10	2.06	6.00E+12	0	10	6.00E+12	0.01	4.291403204	6.00E+12	10	6.00E+12	-4	2.35E+00
	0	205	6.00E+10	2.07	6.00E+12	0	10	6.00E+12	0.01	4.29474502	6.00E+12	10	6.00E+12	-4	2.35E+00
	0	206	6.00E+10	2.08	6.00E+12	0	10	6.00E+12	0.01	4.298070574	6.00E+12	10	6.00E+12	-4	2.36E+00
	0	207	6.00E+10	2.09	6.00E+12	0	10	6.00E+12	0.01	4.301380023	6.00E+12	10	6.00E+12	-4	2.36E+00
	0	208	6.00E+10	2.1	6.00E+12	0	10	6.00E+12	0.01	4.304673524	6.00E+12	10	6.00E+12	-4	2.36E+00
	0	209	6.00E+10	2.11	6.00E+12	0	10	6.00E+12	0.01	4.307951228	6.00E+12	10	6.00E+12	-4	2.364971882
	0	210	6.00E+10	2.12	6.00E+12	0	10	6.00E+12	0.01	4.311213286	6.00E+12	10	6.00E+12	-4	2.367690299
	0	211	6.00E+10	2.13	6.00E+12	0	10	6.00E+12	0.01	4.314459848	6.00E+12	10	6.00E+12	-4	2.370400101
	0	212	6.00E+10	2.14	6.00E+12	0	10	6.00E+12	0.01	4.31769106	6.00E+12	10	6.00E+12	-4	2.373101354
	0	213	6.00E+10	2.15	6.00E+12	0	10	6.00E+12	0.01	4.320907066	6.00E+12	10	6.00E+12	-4	2.375794126
	0	214	6.00E+10	2.16	6.00E+12	0	10	6.00E+12	0.01	4.324108009	6.00E+12	10	6.00E+12	-4	2.378478483
	0	215	6.00E+10	2.17	6.00E+12	0	10	6.00E+12	0.01	4.327294028	6.00E+12	10	6.00E+12	-4	2.38115449
	0	216	6.00E+10	2.18	6.00E+12	0	10	6.00E+12	0.01	4.330465264	6.00E+12	10	6.00E+12	-4	2.383822212
	0	217	6.00E+10	2.19	6.00E+12	0	10	6.00E+12	0.01	4.333621851	6.00E+12	10	6.00E+12	-4	2.386481714
	0	218	6.00E+10	2.2	6.00E+12	0	10	6.00E+12	0.01	4.336763926	6.00E+12	10	6.00E+12	-4	2.389133057
	0	219	6.00E+10	2.21	6.00E+12	0	10	6.00E+12	0.01	4.33989162	6.00E+12	10	6.00E+12	-4	2.391776305
	0	220	6.00E+10	2.22	6.00E+12	0	10	6.00E+12	0.01	4.343005065	6.00E+12	10	6.00E+12	-4	2.394411518
	0	221	6.00E+10	2.23	6.00E+12	0	10	6.00E+12	0.01	4.34610439	6.00E+12	10	6.00E+12	-4	2.397038758
	0	222	6.00E+10	2.24	6.00E+12	0	10	6.00E+12	0.01	4.349189723	6.00E+12	10	6.00E+12	-4	2.399658085
	0	223	6.00E+10	2.25	6.00E+12	0	10	6.00E+12	0.01	4.352261189	6.00E+12	10	6.00E+12	-4	2.402269558
	0	224	6.00E+10	2.26	6.00E+12	0	10	6.00E+12	0.01	4.355318912	6.00E+12	10	6.00E+12	-4	2.404873234
	0	225	6.00E+10	2.27	6.00E+12	0	10	6.00E+12	0.01	4.358363015	6.00E+12	10	6.00E+12	-4	2.407469174
	0	226	6.00E+10	2.28	6.00E+12	0	10	6.00E+12	0.01	4.361393619	6.00E+12	10	6.00E+12	-4	2.410057433
	0	227	6.00E+10	2.29	6.00E+12	0	10	6.00E+12	0.01	4.364410842	6.00E+12	10	6.00E+12	-4	2.412638069
	0	228	6.00E+10	2.3	6.00E+12	0	10	6.00E+12	0.01	4.367414803	6.00E+12	10	6.00E+12	-4	2.415211136
	0	229	6.00E+10	2.31	6.00E+12	0	10	6.00E+12	0.01	4.370405617	6.00E+12	10	6.00E+12	-4	2.417776691
	0	230	6.00E+10	2.32	6.00E+12	0	10	6.00E+12	0.01	4.3733834	6.00E+12	10	6.00E+12	-4	2.420334788
	0	231	6.00E+10	2.33	6.00E+12	0	10	6.00E+12	0.01	4.376348263	6.00E+12	10	6.00E+12	-4	2.422885481
	0	232	6.00E+10	2.34	6.00E+12	0	10	6.00E+12	0.01	4.37930032	6.00E+12	10	6.00E+12	-4	2.425428823
	0	233	6.00E+10	2.35	6.00E+12	0	10	6.00E+12	0.01	4.382239679	6.00E+12	10	6.00E+12	-4	2.427964867
	0	234	6.00E+10	2.36	6.00E+12	0	10	6.00E+12	0.01	4.38516645	6.00E+12	10	6.00E+12	-4	2.430493665
	0	235	6.00E+10	2.37	6.00E+12	0	10	6.00E+12	0.01	4.38808074	6.00E+12	10	6.00E+12	-4	2.433015269
	0	236	6.00E+10	2.38	6.00E+12	0	10	6.00E+12	0.01	4.390982656	6.00E+12	10	6.00E+12	-4	2.43552973
	0	237	6.00E+10	2.39	6.00E+12	0	10	6.00E+12	0.01	4.3938723	6.00E+12	10	6.00E+12	-4	2.438037097
	0	238	6.00E+10	2.4	6.00E+12	0	10	6.00E+12	0.01	4.396749778	6.00E+12	10	6.00E+12	-4	2.440537421
	0	239	6.00E+10	2.41	6.00E+12	0	10	6.00E+12	0.01	4.399615191	6.00E+12	10	6.00E+12	-4	2.443030752
	0	240	6.00E+10	2.42	6.00E+12	0	10	6.00E+12	0.01	4.40246864	6.00E+12	10	6.00E+12	-4	2.445517137
	0	241	6.00E+10	2.43	6.00E+12	0	10	6.00E+12	0.01	4.405310224	6.00E+12	10	6.00E+12	-4	2.447996625
	0	242	6.00E+10	2.44	6.00E+12	0	10	6.00E+12	0.01	4.408140042	6.00E+12	10	6.00E+12	-4	2.450469264
	0	243	6.00E+10	2.45	6.00E+12	0	10	6.00E+12	0.01	4.41095819	6.00E+12	10	6.00E+12	-4	2.4529351
	0	244	6.00E+10	2.46	6.00E+12	0	10	6.00E+12	0.01	4.413764765	6.00E+12	10	6.00E+12	-4	2.455394181
	0	245	6.00E+10	2.47	6.00E+12	0	10	6.00E+12	0.01	4.416559861	6.00E+12	10	6.00E+12	-4	2.457846552
	0	246	6.00E+10	2.48	6.00E+12	0	10	6.00E+12	0.01	4.419343572	6.00E+12	10	6.00E+12	-4	2.460292258
	0	247	6.00E+10	2.49	6.00E+12	0	10	6.00E+12	0.01	4.422115989	6.00E+12	10	6.00E+12	-4	2.462731346
	0	248	6.00E+10	2.5	6.00E+12	0	10	6.00E+12	0.01	4.424877205	6.00E+12	10	6.00E+12	-4	2.46516386
	0	249	6.00E+10	2.51	6.00E+12	0	10	6.00E+12	0.01	4.427627309	6.00E+12	10	6.00E+12	-4	2.467589843
	0	250	6.00E+10	2.52	6.00E+12	0	10	6.00E+12	0.01	4.430366391	6.00E+12	10	6.00E+12	-4	2.47000934
	0	251	6.00E+10	2.53	6.00E+12	0	10	6.00E+12	0.01	4.433094539	6.00E+12	10	6.00E+12	-4	2.472422393
	0	252	6.00E+10	2.54	6.00E+12	0	10	6.00E+12	0.01	4.435811838	6.00E+12	10	6.00E+12	-4	2.474829045
	0	253	6.00E+10	2.55	6.00E+12	0	10	6.00E+12	0.01	4.438518377	6.00E+12	10	6.00E+12	-4	2.477229339
	0	254	6.00E+10	2.56	6.00E+12	0	10	6.00E+12	0.01	4.441214238	6.00E+12	10	6.00E+12	-4	2.479623317
	0	255	6.00E+10	2.57	6.00E+12	0	10	6.00E+12	0.01	4.443899507	6.00E+12	10	6.00E+12	-4	2.482011019
	0	256	6.00E+10	2.58	6.00E+12	0	10	6.00E+12	0.01	4.446574266	6.00E+12	10	6.00E+12	-4	2.484392488
	0	257	6.00E+10	2.59	6.00E+12	0	10	6.00E+12	0.01	4.449238596	6.00E+12	10	6.00E+12	-4	2.486767762
	0	258	6.00E+10	2.6	6.00E+12	0	10	6.00E+12	0.01	4.45189258	6.00E+12	10	6.00E+12	-4	2.489136883
	0	259	6.00E+10	2.61	6.00E+12	0	10	6.00E+12	0.01	4.454536297	6.00E+12	10	6.00E+12	-4	2.49149989
	0	260	6.00E+10	2.62	6.00E+12	0	10	6.00E+12	0.01	4.457169827	6.00E+12	10	6.00E+12	-4	2.493856822
	0	261	6.00E+10	2.63	6.00E+12	0	10	6.00E+12	0.01	4.459793246	6.00E+12	10	6.00E+12	-4	2.496207719
	0	262	6.00E+10	2.64	6.00E+12	0	10	6.00E+12	0.01	4.462406634	6.00E+12	10	6.00E+12	-4	2.498552618
	0	263	6.00E+10	2.65	6.00E+12	0	10	6.00E+12	0.01	4.465010066	6.00E+12	10	6.00E+12	-4	2.500891558
	0	264	6.00E+10	2.66	6.00E+12	0	10	6.00E+12	0.01	4.467603617	6.00E+12	10	6.00E+12	-4	2.503224578
	0	265	6.00E+10	2.67	6.00E+12	0	10	6.00E+12	0.01	4.470187363	6.00E+12	10	6.00E+12	-4	2.505551713
	0	266	6.00E+10	2.68	6.00E+12	0	10	6.00E+12	0.01	4.472761377	6.00E+12	10	6.00E+12	-4	2.507873
	0	267	6.00E+10	2.69	6.00E+12	0	10	6.00E+12	0.01	4.475325733	6.00E+12	10	6.00E+12	-4	2.510188478
	0	268	6.00E+10	2.7	6.00E+12	0	10	6.00E+12	0.01	4.477880502	6.00E+12	10	6.00E+12	-4	2.512498181
	0	269	6.00E+10	2.71	6.00E+12	0	10	6.00E+12	0.01	4.480425757	6.00E+12	10	6.00E+12	-4	2.514802146
	0	270	6.00E+10	2.72	6.00E+12	0	10	6.00E+12	0.01	4.482961567	6.00E+12	10	6.00E+12	-4	2.517100408
	0	271	6.00E+10	2.73	6.00E+12	0	10	6.00E+12	0.01	4.485488002	6.00E+12	10	6.00E+12	-4	2.519393001
	0	272	6.00E+10	2.74	6.00E+12	0	10	6.00E+12	0.01	4.488005132	6.00E+12	10	6.00E+12	-4	2.521679962
	0	273	6.00E+10	2.75	6.00E+12	0	10	6.00E+12	0.01	4.490513025	6.00E+12	10	6.00E+12	-4	2.523961325
	0	274	6.00E+10	2.76	6.00E+12	0	10	6.00E+12	0.01	4.493011748	6.00E+12	10	6.00E+12	-4	2.526237124
	0	275	6.00E+10	2.77	6.00E+12	0	10	6.00E+12	0.01	4.495501368	6.00E+12	10	6.00E+12	-4	2.528507391
	0	276	6.00E+10	2.78	6.00E+12	0	10	6.00E+12	0.01	4.497981952	6.00E+12	10	6.00E+12	-4	2.530772162
	0	277	6.00E+10	2.79	6.00E+12	0	10	6.00E+12	0.01	4.500453564	6.00E+12	10	6.00E+12	-4	2.533031469
	0	278	6.00E+10	2.8	6.00E+12	0	10	6.00E+12	0.01	4.502916269	6.00E+12	10	6.00E+12	-4	2.535285345
	0	279	6.00E+10	2.81	6.00E+12	0	10	6.00E+12	0.01	4.505370132	6.00E+12	10	6.00E+12	-4	2.537533823
	0	280	6.00E+10	2.82	6.00E+12	0	10	6.00E+12	0.01	4.507815215	6.00E+12	10	6.00E+12	-4	2.539776934
	0	281	6.00E+10	2.83	6.00E+12	0	10	6.00E+12	0.01	4.510251581	6.00E+12	10	6.00E+12	-4	2.54201471
	0	282	6.00E+10	2.84	6.00E+12	0	10	6.00E+12	0.01	4.512679292	6.00E+12	10	6.00E+12	-4	2.544247184
	0	283	6.00E+10	2.85	6.00E+12	0	10	6.00E+12	0.01	4.51509841	6.00E+12	10	6.00E+12	-4	2.546474386
	0	284	6.00E+10	2.86	6.00E+12	0	10	6.00E+12	0.01	4.517508994	6.00E+12	10	6.00E+12	-4	2.548696349
	0	285	6.00E+10	2.87	6.00E+12	0	10	6.00E+12	0.01	4.519911106	6.00E+12	10	6.00E+12	-4	2.550913101
	0	286	6.00E+10	2.88	6.00E+12	0	10	6.00E+12	0.01	4.522304804	6.00E+12	10	6.00E+12	-4	2.553124673
	0	287	6.00E+10	2.89	6.00E+12	0	10	6.00E+12	0.01	4.524690146	6.00E+12	10	6.00E+12	-4	2.555331097
	0	288	6.00E+10	2.9	6.00E+12	0	10	6.00E+12	0.01	4.527067192	6.00E+12	10	6.00E+12	-4	2.557532401
	0	289	6.00E+10	2.91	6.00E+12	0	10	6.00E+12	0.01	4.529435999	6.00E+12	10	6.00E+12	-4	2.559728616
	0	290	6.00E+10	2.92	6.00E+12	0	10	6.00E+12	0.01	4.531796623	6.00E+12	10	6.00E+12	-4	2.56191977
	0	291	6.00E+10	2.93	6.00E+12	0	10	6.00E+12	0.01	4.534149121	6.00E+12	10	6.00E+12	-4	2.564105893
	0	292	6.00E+10	2.94	6.00E+12	0	10	6.00E+12	0.01	4.536493548	6.00E+12	10	6.00E+12	-4	2.566287013
	0	293	6.00E+10	2.95	6.00E+12	0	10	6.00E+12	0.01	4.538829961	6.00E+12	10	6.00E+12	-4	2.568463159
	0	294	6.00E+10	2.96	6.00E+12	0	10	6.00E+12	0.01	4.541158413	6.00E+12	10	6.00E+12	-4	2.570634359
	0	295	6.00E+10	2.97	6.00E+12	0	10	6.00E+12	0.01	4.543478959	6.00E+12	10	6.00E+12	-4	2.572800642
	0	296	6.00E+10	2.98	6.00E+12	0	10	6.00E+12	0.01	4.545791651	6.00E+12	10	6.00E+12	-4	2.574962034
	0	297	6.00E+10	2.99	6.00E+12	0	10	6.00E+12	0.01	4.548096544	6.00E+12	10	6.00E+12	-4	2.577118564
	0	298	6.00E+10	3	6.00E+12	0	10	6.00E+12	0.01	4.550393689	6.00E+12	10	6.00E+12	-4	2.579270259
	0	299	6.00E+10	3.01	6.00E+12	0	10	6.00E+12	0.01	4.552683138	6.00E+12	10	6.00E+12	-4	2.581417145
	0	300	6.00E+10	3.02	6.00E+12	0	10	6.00E+12	0.01	4.554964943	6.00E+12	10	6.00E+12	-4	2.58355925
	0	301	6.00E+10	3.03	6.00E+12	0	10	6.00E+12	0.01	4.557239155	6.00E+12	10	6.00E+12	-4	2.5856966
	0	302	6.00E+10	3.04	6.00E+12	0	10	6.00E+12	0.01	4.559505824	6.00E+12	10	6.00E+12	-4	2.587829222
	0	303	6.00E+10	3.05	6.00E+12	0	10	6.00E+12	0.01	4.561764999	6.00E+12	10	6.00E+12	-4	2.58995714
	0	304	6.00E+10	3.06	6.00E+12	0	10	6.00E+12	0.01	4.564016731	6.00E+12	10	6.00E+12	-4	2.592080382
	0	305	6.00E+10	3.07	6.00E+12	0	10	6.00E+12	0.01	4.566261068	6.00E+12	10	6.00E+12	-4	2.594198973
	0	306	6.00E+10	3.08	6.00E+12	0	10	6.00E+12	0.01	4.568498059	6.00E+12	10	6.00E+12	-4	2.596312938
	0	307	6.00E+10	3.09	6.00E+12	0	10	6.00E+12	0.01	4.570727751	6.00E+12	10	6.00E+12	-4	2.598422303
	0	308	6.00E+10	3.1	6.00E+12	0	10	6.00E+12	0.01	4.572950192	6.00E+12	10	6.00E+12	-4	2.600527091
	0	309	6.00E+10	3.11	6.00E+12	0	10	6.00E+12	0.01	4.575165429	6.00E+12	10	6.00E+12	-4	2.602627329
	0	310	6.00E+10	3.12	6.00E+12	0	10	6.00E+12	0.01	4.577373508	6.00E+12	10	6.00E+12	-4	2.604723041
	0	311	6.00E+10	3.13	6.00E+12	0	10	6.00E+12	0.01	4.579574476	6.00E+12	10	6.00E+12	-4	2.60681425
	0	312	6.00E+10	3.14	6.00E+12	0	10	6.00E+12	0.01	4.581768379	6.00E+12	10	6.00E+12	-4	2.608900982
	0	313	6.00E+10	3.15	6.00E+12	0	10	6.00E+12	0.01	4.58395526	6.00E+12	10	6.00E+12	-4	2.610983259
	0	314	6.00E+10	3.16	6.00E+12	0	10	6.00E+12	0.01	4.586135167	6.00E+12	10	6.00E+12	-4	2.613061106
	0	315	6.00E+10	3.17	6.00E+12	0	10	6.00E+12	0.01	4.588308141	6.00E+12	10	6.00E+12	-4	2.615134546
	0	316	6.00E+10	3.18	6.00E+12	0	10	6.00E+12	0.01	4.590474229	6.00E+12	10	6.00E+12	-4	2.617203603
	0	317	6.00E+10	3.19	6.00E+12	0	10	6.00E+12	0.01	4.592633472	6.00E+12	10	6.00E+12	-4	2.619268299
	0	318	6.00E+10	3.2	6.00E+12	0	10	6.00E+12	0.01	4.594785915	6.00E+12	10	6.00E+12	-4	2.621328657
	0	319	6.00E+10	3.21	6.00E+12	0	10	6.00E+12	0.01	4.5969316	6.00E+12	10	6.00E+12	-4	2.623384701
	0	320	6.00E+10	3.22	6.00E+12	0	10	6.00E+12	0.01	4.599070569	6.00E+12	10	6.00E+12	-4	2.625436452
	0	321	6.00E+10	3.23	6.00E+12	0	10	6.00E+12	0.01	4.601202864	6.00E+12	10	6.00E+12	-4	2.627483933
	0	322	6.00E+10	3.24	6.00E+12	0	10	6.00E+12	0.01	4.603328526	6.00E+12	10	6.00E+12	-4	2.629527166
	0	323	6.00E+10	3.25	6.00E+12	0	10	6.00E+12	0.01	4.605447598	6.00E+12	10	6.00E+12	-4	2.631566174
	0	324	6.00E+10	3.26	6.00E+12	0	10	6.00E+12	0.01	4.607560119	6.00E+12	10	6.00E+12	-4	2.633600977
	0	325	6.00E+10	3.27	6.00E+12	0	10	6.00E+12	0.01	4.60966613	6.00E+12	10	6.00E+12	-4	2.635631598
	0	326	6.00E+10	3.28	6.00E+12	0	10	6.00E+12	0.01	4.61176567	6.00E+12	10	6.00E+12	-4	2.637658057
	0	327	6.00E+10	3.29	6.00E+12	0	10	6.00E+12	0.01	4.613858781	6.00E+12	10	6.00E+12	-4	2.639680377
	0	328	6.00E+10	3.3	6.00E+12	0	10	6.00E+12	0.01	4.6159455	6.00E+12	10	6.00E+12	-4	2.641698577
	0	329	6.00E+10	3.31	6.00E+12	0	10	6.00E+12	0.01	4.618025867	6.00E+12	10	6.00E+12	-4	2.64371268
	0	330	6.00E+10	3.32	6.00E+12	0	10	6.00E+12	0.01	4.62009992	6.00E+12	10	6.00E+12	-4	2.645722706
	0	331	6.00E+10	3.33	6.00E+12	0	10	6.00E+12	0.01	4.622167698	6.00E+12	10	6.00E+12	-4	2.647728675
	0	332	6.00E+10	3.34	6.00E+12	0	10	6.00E+12	0.01	4.624229238	6.00E+12	10	6.00E+12	-4	2.649730609
	0	333	6.00E+10	3.35	6.00E+12	0	10	6.00E+12	0.01	4.626284578	6.00E+12	10	6.00E+12	-4	2.651728526
	0	334	6.00E+10	3.36	6.00E+12	0	10	6.00E+12	0.01	4.628333755	6.00E+12	10	6.00E+12	-4	2.653722447
	0	335	6.00E+10	3.37	6.00E+12	0	10	6.00E+12	0.01	4.630376805	6.00E+12	10	6.00E+12	-4	2.655712393
	0	336	6.00E+10	3.38	6.00E+12	0	10	6.00E+12	0.01	4.632413767	6.00E+12	10	6.00E+12	-4	2.657698382
	0	337	6.00E+10	3.39	6.00E+12	0	10	6.00E+12	0.01	4.634444675	6.00E+12	10	6.00E+12	-4	2.659680435
	0	338	6.00E+10	3.4	6.00E+12	0	10	6.00E+12	0.01	4.636469565	6.00E+12	10	6.00E+12	-4	2.66165857
	0	339	6.00E+10	3.41	6.00E+12	0	10	6.00E+12	0.01	4.638488473	6.00E+12	10	6.00E+12	-4	2.663632808
	0	340	6.00E+10	3.42	6.00E+12	0	10	6.00E+12	0.01	4.640501435	6.00E+12	10	6.00E+12	-4	2.665603167
	0	341	6.00E+10	3.43	6.00E+12	0	10	6.00E+12	0.01	4.642508485	6.00E+12	10	6.00E+12	-4	2.667569667
	0	342	6.00E+10	3.44	6.00E+12	0	10	6.00E+12	0.01	4.644509658	6.00E+12	10	6.00E+12	-4	2.669532325
	0	343	6.00E+10	3.45	6.00E+12	0	10	6.00E+12	0.01	4.646504988	6.00E+12	10	6.00E+12	-4	2.671491162
	0	344	6.00E+10	3.46	6.00E+12	0	10	6.00E+12	0.01	4.648494509	6.00E+12	10	6.00E+12	-4	2.673446194
	0	345	6.00E+10	3.47	6.00E+12	0	10	6.00E+12	0.01	4.650478255	6.00E+12	10	6.00E+12	-4	2.675397442
	0	346	6.00E+10	3.48	6.00E+12	0	10	6.00E+12	0.01	4.652456259	6.00E+12	10	6.00E+12	-4	2.677344923
	0	347	6.00E+10	3.49	6.00E+12	0	10	6.00E+12	0.01	4.654428555	6.00E+12	10	6.00E+12	-4	2.679288655
	0	348	6.00E+10	3.5	6.00E+12	0	10	6.00E+12	0.01	4.656395175	6.00E+12	10	6.00E+12	-4	2.681228656
	0	349	6.00E+10	3.51	6.00E+12	0	10	6.00E+12	0.01	4.658356152	6.00E+12	10	6.00E+12	-4	2.683164945
	0	350	6.00E+10	3.52	6.00E+12	0	10	6.00E+12	0.01	4.660311518	6.00E+12	10	6.00E+12	-4	2.685097538
	0	351	6.00E+10	3.53	6.00E+12	0	10	6.00E+12	0.01	4.662261305	6.00E+12	10	6.00E+12	-4	2.687026454
	0	352	6.00E+10	3.54	6.00E+12	0	10	6.00E+12	0.01	4.664205545	6.00E+12	10	6.00E+12	-4	2.688951709
	0	353	6.00E+10	3.55	6.00E+12	0	10	6.00E+12	0.01	4.66614427	6.00E+12	10	6.00E+12	-4	2.690873321
	0	354	6.00E+10	3.56	6.00E+12	0	10	6.00E+12	0.01	4.66807751	6.00E+12	10	6.00E+12	-4	2.692791308
	0	355	6.00E+10	3.57	6.00E+12	0	10	6.00E+12	0.01	4.670005297	6.00E+12	10	6.00E+12	-4	2.694705686
	0	356	6.00E+10	3.58	6.00E+12	0	10	6.00E+12	0.01	4.671927661	6.00E+12	10	6.00E+12	-4	2.696616473
	0	357	6.00E+10	3.59	6.00E+12	0	10	6.00E+12	0.01	4.673844633	6.00E+12	10	6.00E+12	-4	2.698523685
	0	358	6.00E+10	3.6	6.00E+12	0	10	6.00E+12	0.01	4.675756243	6.00E+12	10	6.00E+12	-4	2.700427338
	0	359	6.00E+10	3.61	6.00E+12	0	10	6.00E+12	0.01	4.67766252	6.00E+12	10	6.00E+12	-4	2.702327449
	0	360	6.00E+10	3.62	6.00E+12	0	10	6.00E+12	0.01	4.679563495	6.00E+12	10	6.00E+12	-4	2.704224036
	0	361	6.00E+10	3.63	6.00E+12	0	10	6.00E+12	0.01	4.681459197	6.00E+12	10	6.00E+12	-4	2.706117113
	0	362	6.00E+10	3.64	6.00E+12	0	10	6.00E+12	0.01	4.683349654	6.00E+12	10	6.00E+12	-4	2.708006698
	0	363	6.00E+10	3.65	6.00E+12	0	10	6.00E+12	0.01	4.685234897	6.00E+12	10	6.00E+12	-4	2.709892806
	0	364	6.00E+10	3.66	6.00E+12	0	10	6.00E+12	0.01	4.687114953	6.00E+12	10	6.00E+12	-4	2.711775453
	0	365	6.00E+10	3.67	6.00E+12	0	10	6.00E+12	0.01	4.688989851	6.00E+12	10	6.00E+12	-4	2.713654655
	0	366	6.00E+10	3.68	6.00E+12	0	10	6.00E+12	0.01	4.69085962	6.00E+12	10	6.00E+12	-4	2.715530428
	0	367	6.00E+10	3.69	6.00E+12	0	10	6.00E+12	0.01	4.692724287	6.00E+12	10	6.00E+12	-4	2.717402788
	0	368	6.00E+10	3.7	6.00E+12	0	10	6.00E+12	0.01	4.69458388	6.00E+12	10	6.00E+12	-4	2.719271749
	0	369	6.00E+10	3.71	6.00E+12	0	10	6.00E+12	0.01	4.696438427	6.00E+12	10	6.00E+12	-4	2.721137328
	0	370	6.00E+10	3.72	6.00E+12	0	10	6.00E+12	0.01	4.698287954	6.00E+12	10	6.00E+12	-4	2.722999539
	0	371	6.00E+10	3.73	6.00E+12	0	10	6.00E+12	0.01	4.70013249	6.00E+12	10	6.00E+12	-4	2.724858398
	0	372	6.00E+10	3.74	6.00E+12	0	10	6.00E+12	0.01	4.70197206	6.00E+12	10	6.00E+12	-4	2.726713919
	0	373	6.00E+10	3.75	6.00E+12	0	10	6.00E+12	0.01	4.703806692	6.00E+12	10	6.00E+12	-4	2.728566118
	0	374	6.00E+10	3.76	6.00E+12	0	10	6.00E+12	0.01	4.705636412	6.00E+12	10	6.00E+12	-4	2.73041501
	0	375	6.00E+10	3.77	6.00E+12	0	10	6.00E+12	0.01	4.707461246	6.00E+12	10	6.00E+12	-4	2.732260609
	0	376	6.00E+10	3.78	6.00E+12	0	10	6.00E+12	0.01	4.709281221	6.00E+12	10	6.00E+12	-4	2.73410293
	0	377	6.00E+10	3.79	6.00E+12	0	10	6.00E+12	0.01	4.711096361	6.00E+12	10	6.00E+12	-4	2.735941987
	0	378	6.00E+10	3.8	6.00E+12	0	10	6.00E+12	0.01	4.712906693	6.00E+12	10	6.00E+12	-4	2.737777795
	0	379	6.00E+10	3.81	6.00E+12	0	10	6.00E+12	0.01	4.714712243	6.00E+12	10	6.00E+12	-4	2.739610368
	0	380	6.00E+10	3.82	6.00E+12	0	10	6.00E+12	0.01	4.716513034	6.00E+12	10	6.00E+12	-4	2.74143972
	0	381	6.00E+10	3.83	6.00E+12	0	10	6.00E+12	0.01	4.718309093	6.00E+12	10	6.00E+12	-4	2.743265866
	0	382	6.00E+10	3.84	6.00E+12	0	10	6.00E+12	0.01	4.720100444	6.00E+12	10	6.00E+12	-4	2.745088819
	0	383	6.00E+10	3.85	6.00E+12	0	10	6.00E+12	0.01	4.721887112	6.00E+12	10	6.00E+12	-4	2.746908593
	0	384	6.00E+10	3.86	6.00E+12	0	10	6.00E+12	0.01	4.72366912	6.00E+12	10	6.00E+12	-4	2.748725203
	0	385	6.00E+10	3.87	6.00E+12	0	10	6.00E+12	0.01	4.725446495	6.00E+12	10	6.00E+12	-4	2.750538662
	0	386	6.00E+10	3.88	6.00E+12	0	10	6.00E+12	0.01	4.727219258	6.00E+12	10	6.00E+12	-4	2.752348983
	0	387	6.00E+10	3.89	6.00E+12	0	10	6.00E+12	0.01	4.728987435	6.00E+12	10	6.00E+12	-4	2.75415618
	0	388	6.00E+10	3.9	6.00E+12	0	10	6.00E+12	0.01	4.730751049	6.00E+12	10	6.00E+12	-4	2.755960267
	0	389	6.00E+10	3.91	6.00E+12	0	10	6.00E+12	0.01	4.732510123	6.00E+12	10	6.00E+12	-4	2.757761256
	0	390	6.00E+10	3.92	6.00E+12	0	10	6.00E+12	0.01	4.734264682	6.00E+12	10	6.00E+12	-4	2.759559162
	0	391	6.00E+10	3.93	6.00E+12	0	10	6.00E+12	0.01	4.736014746	6.00E+12	10	6.00E+12	-4	2.761353997
